시도,보건소명,의료기관명,X,Y
강원도,강릉시보건소,김남동내과의원,128.8976013,37.7578738
강원도,강릉시보건소,이소아청소년과의원,128.8271733,37.8934326
강원도,강릉시보건소,김홍근의원,128.8260993,37.8899082
강원도,강릉시보건소,에스엠 가정의학과의원,128.826597,37.8927338
강원도,강릉시보건소,최이비인후과의원,128.8266925,37.8931386
강원도,강릉시보건소,한솔내과의원,128.9136398,37.7700945
강원도,고성군보건소,제일의원,128.4724451,38.3791349
강원도,고성군보건소,조은내과의원,128.45496,38.4472518
강원도,고성군보건소,박희홍의원,128.4557728,38.4471495
경기도,고양덕양구보건소,봄봄이비인후과의원,126.8741681,37.6498749
경기도,가평군보건소,새희망마취통증의학과의원,127.5133471,37.8298197
경기도,가평군보건소,한림의원,127.509591,37.8343543
경기도,가평군보건소,우리들의원,127.4939061,37.6771293
경기도,가평군보건소,설악의원,127.4949069,37.676665
경기도,가평군보건소,현리김창선의원,127.3487725,37.8185278
경기도,가평군보건소,성민의원,127.4197432,37.7380585
경기도,가평군보건소,지명관내과의원,127.4203003,37.737899
경기도,고양덕양구보건소,유민내과의원,126.8840882,37.6503295
경기도,고양덕양구보건소,연세유원내과의원,126.9150249,37.6495549
경기도,고양덕양구보건소,어울림홍내과의원,126.83715,37.6539938
경기도,고양덕양구보건소,삼성메디의원,126.837901,37.653803
경기도,고양덕양구보건소,아란소아청소년과의원,126.8952313,37.6493172
경기도,고양덕양구보건소,아름드리소아청소년과의원,126.8691146,37.6296528
경기도,고양덕양구보건소,심욱섭소아과의원,126.8369742,37.6565509
경기도,고양덕양구보건소,정상득이비인후과의원,126.8321256,37.6187866
경기도,고양덕양구보건소,더나은내과의원,126.8331685,37.6303299
경기도,고양덕양구보건소,별가람연세이비인후과의원,126.8840141,37.6507343
경기도,고양덕양구보건소,고려정형외과의원,126.9025397,37.7009324
경기도,고양덕양구보건소,굿모닝이비인후과의원,126.8349831,37.6244011
경기도,고양덕양구보건소,홍내과의원,126.8365294,37.6233081
경기도,고양덕양구보건소,행신조은의원,126.8361832,37.6251698
경기도,고양덕양구보건소,김은실한재희소아과의원,126.8380945,37.624648
경기도,고양덕양구보건소,화정연세내과의원,126.8313944,37.6351057
경기도,고양덕양구보건소,달빛이비인후과의원,126.8337387,37.6453104
경기도,고양덕양구보건소,이승희한건수의원,126.8347064,37.6464733
경기도,고양덕양구보건소,원흥수내과의원,126.8740688,37.6511984
경기도,고양덕양구보건소,김앤유내과의원,126.8907828,37.6634574
경기도,고양덕양구보건소,키즈원소아청소년과의원,126.875643,37.643744
경기도,고양덕양구보건소,에코이비인후과의원,126.8724792,37.6349109
경기도,고양덕양구보건소,이준각가정의학과의원,126.8952159,37.6526508
경기도,고양덕양구보건소,코아이비인후과의원,126.8369742,37.6565509
경기도,고양덕양구보건소,유내과의원,126.831891,37.6352278
경기도,고양덕양구보건소,삼성키즈I소아청소년과의원,126.8884856,37.6639764
경기도,고양덕양구보건소,한병상이비인후과의원,126.8356246,37.6152261
경기도,고양덕양구보건소,서울내과의원,126.824236,37.6213122
경기도,고양덕양구보건소,행신연세내과의원,126.8353414,37.6152323
경기도,고양덕양구보건소,세란내과의원,126.8379887,37.6554437
경기도,고양덕양구보건소,연세사랑꽃소아과의원,126.8205903,37.6204829
경기도,고양덕양구보건소,임스내과의원,126.8660416,37.6879549
경기도,고양덕양구보건소,서울의원,126.864488,37.687976
경기도,고양덕양구보건소,중앙의원,126.8621563,37.6884671
경기도,고양덕양구보건소,다함이비인후과의원,126.8952034,37.6006888
경기도,고양덕양구보건소,한종학내과의원,126.9024887,37.7028511
경기도,고양덕양구보건소,조은이비인후과의원,126.9022347,37.70393
경기도,고양덕양구보건소,현대아산내과의원,126.9019406,37.704648
경기도,고양덕양구보건소,서울삼성정형외과의원,126.901544,37.7015539
경기도,고양덕양구보건소,성현내과의원,126.8308021,37.6324148
경기도,고양덕양구보건소,연세미소내과의원,126.8310662,37.6336338
경기도,고양일산동구보건소,박소아과의원,126.7836184,37.6537693
전라남도,곡성군보건소,성심의원,127.1355806,35.2754773
전라남도,곡성군보건소,현대내과의원,127.2942455,35.2809237
경기도,광주시보건소,WE(위)조은내과의원,127.16126,37.3585206
경기도,광주시보건소,고려정성가정의학과의원,127.311437,37.365131
경기도,광주시보건소,곤지암내과의원,127.3409009,37.3498181
경기도,광주시보건소,광주시민의원,127.2119208,37.3467765
경기도,광주시보건소,광주광역시제일내과의원,127.2584096,37.4087922
경기도,광주시보건소,광주광역시조은내과의원,127.2463597,37.3701497
경기도,광주시보건소,광주하나이비인후과의원,127.2589713,37.4079577
경기도,광주시보건소,닥터금소아청소년과의원,127.234089,37.3866418
경기도,광주시보건소,더플러스병원,127.256211,37.4095172
경기도,광주시보건소,바이오이비인후과의원,127.3417608,37.3495796
경기도,광주시보건소,분당바른가정의학과의원,127.1775041,37.3450554
경기도,광주시보건소,사랑의원,127.2717735,37.4017117
경기도,광주시보건소,삼동의원,127.2009522,37.4104452
경기도,광주시보건소,삼성의원,127.3074284,37.470732
경기도,광주시보건소,서울장내과의원,127.2308299,37.3928291
경기도,광주시보건소,서울하나의원,127.2878932,37.3871853
경기도,광주시보건소,서울휴내과이비인후과의원,127.2976622,37.3737905
경기도,광주시보건소,소나무내과의원,127.2451278,37.3961831
경기도,광주시보건소,아이새움 소아청소년과의원,127.2340168,37.3859655
경기도,광주시보건소,아이웰빙의원,127.2330359,37.3935733
경기도,광주시보건소,연세가정의원,127.255438,37.3780467
경기도,광주시보건소,연세능골의원,127.1793124,37.3437884
경기도,광주시보건소,연세맑은내과의원,127.253783,37.4140073
경기도,광주시보건소,연세모든의원,127.1594797,37.3663204
경기도,광주시보건소,오포의원,127.231978,37.3677414
경기도,광주시보건소,우리내과의원,127.1551686,37.3601443
경기도,광주시보건소,우리소아청소년과의원,127.3254675,37.3565524
경기도,광주시보건소,위소아청소년과의원,127.2586634,37.4094065
경기도,광주시보건소,윤내과의원,127.2586213,37.4079465
경기도,광주시보건소,이영창내과의원,127.2296745,37.3887577
경기도,광주시보건소,정양호내과의원,127.2577518,37.4113471
경기도,광주시보건소,조은가정의학과의원,127.2595151,37.4077989
경기도,광주시보건소,지니소아청소년과의원,127.2341725,37.3862008
경기도,광주시보건소,참조은병원,127.260163,37.4108306
경기도,광주시보건소,추미애가정의학과의원,127.2507321,37.4152225
경기도,광주시보건소,태전이안내과의원,127.2325186,37.3822794
경기도,광주시보건소,푸른내과의원,127.250389,37.4156438
경기도,부천소사구보건소,김기숙의원,126.7953119,37.4753517
경기도,부천소사구보건소,김종찬소아과의원,126.7642201,37.4843653
경기도,부천소사구보건소,내사랑내과의원,126.7779447,37.4837963
경기도,부천소사구보건소,드림성모이비인후과의원,126.8095886,37.4712165
경기도,부천소사구보건소,메디의원,126.8089565,37.4711561
경기도,부천소사구보건소,박건태이비인후과의원,126.8011059,37.475708
경기도,부천소사구보건소,박인승소아청소년과의원,126.79915,37.4757152
경기도,부천소사구보건소,부천메디홀스의원,126.7674153,37.4832724
경기도,부천소사구보건소,부천연합의원,126.7796355,37.4820297
경기도,부천소사구보건소,새생명일반내과의원,126.7798261,37.4835184
경기도,부천소사구보건소,성모우리내과의원,126.7952627,37.4784147
경기도,부천소사구보건소,세연의원,126.7537963,37.487022
경기도,부천소사구보건소,속편한의원,126.8015097,37.4723693
경기도,부천소사구보건소,송내연합의원,126.7693055,37.4838417
경기도,부천소사구보건소,아이들소아청소년과의원,126.8218512,37.4671045
경기도,부천소사구보건소,연세맑은이비인후과의원,126.8218512,37.4671045
경기도,부천소사구보건소,연세이비인후과의원,126.7798261,37.4835184
경기도,부천소사구보건소,연세해맑은소아청소년과의원,126.8095886,37.4712165
경기도,부천소사구보건소,의료법인운천의료재단메디홀스의원,126.8176366,37.4870745
경기도,부천소사구보건소,이정례의원,126.764543,37.4798635
경기도,부천소사구보건소,코아이비인후과의원,126.8220286,37.4673226
경기도,부천소사구보건소,프라임내과의원,126.8048956,37.4812427
경기도,부천소사구보건소,허연무내과의원,126.7703231,37.4838433
경기도,부천오정구보건소,김승주소아청소년과의원,126.8045777,37.5267236
경기도,부천오정구보건소,마디성모정형외과의원,126.8052165,37.5200084
경기도,부천오정구보건소,박상석내과의원,126.7719129,37.5200182
경기도,부천오정구보건소,베스트가정의학과의원,126.8045642,37.5183529
경기도,부천오정구보건소,부천우리병원,126.8052028,37.5208642
경기도,부천오정구보건소,삼성키즈소아청소년과의원,126.8055747,37.5110197
경기도,부천오정구보건소,상쾌한이비인후과의원,126.7818033,37.4836109
경기도,부천오정구보건소,성모내과의원,126.8109608,37.5279954
경기도,부천오정구보건소,정수암소아과의원,126.8051814,37.5229184
경기도,부천오정구보건소,주신내과의원,126.821561,37.5258761
경기도,부천오정구보건소,태소아과의원,126.7865323,37.529558
경기도,부천오정구보건소,프라임연세의원,126.815451,37.518778
경기도,부천오정구보건소,행복한가정의원,126.7698552,37.5171946
경기도,성남분당구보건소,닥터김이비인후과의원,127.11451,37.3627844
경기도,성남분당구보건소,황혜영소아과의원,127.11451,37.3627844
경기도,성남분당구보건소,전내과의원,127.11451,37.3627844
경기도,성남분당구보건소,서울소아청소년과의원,127.1191178,37.3742084
경기도,성남분당구보건소,장앤전내과이비인후과의원,127.1194918,37.3740941
경기도,성남분당구보건소,서울헤리티지의원,127.0986994,37.3585741
경기도,성남분당구보건소,보바스기념병원,127.0985879,37.3556267
경기도,성남분당구보건소,판교 예스의원,127.1068495,37.4004728
경기도,성남분당구보건소,닥터홍이비인후과의원,127.1068495,37.4004728
경기도,성남분당구보건소,메디파크소아청소년과의원,127.1066761,37.3503537
경기도,성남분당구보건소,분당연세의원,127.1104344,37.350382
경기도,성남분당구보건소,연세두리소아청소년과의원,127.1103861,37.3496879
경기도,성남분당구보건소,연세가정의학과의원,127.1233251,37.3697163
경기도,성남분당구보건소,푸른숲소아청소년과의원,127.1267527,37.3671826
경기도,성남분당구보건소,미금성모의원,127.1117402,37.3497161
경기도,성남분당구보건소,선내과의원,127.1117402,37.3497161
경기도,성남분당구보건소,행복한가정의원,127.1150564,37.388352
경기도,성남분당구보건소,퍼스트소아청소년과의원,127.1150564,37.388352
경기도,성남분당구보건소,튼튼가정의학과의원,127.1153937,37.3884807
경기도,성남분당구보건소,김소아청소년과의원,127.1167906,37.3887704
경기도,성남분당구보건소,서지영소아청소년과의원,127.1136822,37.3458199
경기도,성남분당구보건소,의료법인 신창의료재단 분당에이치병원,127.111398,37.3768269
경기도,성남분당구보건소,맑은샘서울내과의원,127.1131123,37.377948
경기도,성남분당구보건소,코앤코이비인후과의원,127.1135458,37.3775728
경기도,성남분당구보건소,초림플러스내과의원,127.1133143,37.3780577
경기도,성남분당구보건소,분당서울의원,127.1379903,37.4111833
경기도,성남분당구보건소,메디피움의원,127.1125373,37.3980016
경기도,성남분당구보건소,전소아과의원,127.1364246,37.3743721
경기도,성남분당구보건소,분당21세기의원,127.1360441,37.379983
경기도,성남분당구보건소,열린이비인후과의원,127.109399,37.3386512
경기도,성남분당구보건소,21세기연세의원,127.1076988,37.3669322
경기도,성남분당구보건소,서울내과의원,127.1292207,37.4105334
경기도,성남분당구보건소,리앤홍이비인후과의원,127.1072083,37.3654598
경기도,성남분당구보건소,야탑내과의원,127.1272941,37.412042
경기도,성남분당구보건소,상탑성모의원,127.1455229,37.4073814
경기도,성남분당구보건소,3대정이비인후과의원,127.1292925,37.4101825
경기도,성남분당구보건소,탑비뇨기과의원,127.1276377,37.411639
경기도,성남분당구보건소,분당박소아청소년과의원,127.1263864,37.3909863
경기도,성남분당구보건소,판교성모내과의원,127.0760733,37.3920636
경기도,성남분당구보건소,예이비인후과의원,127.0760705,37.3913788
경기도,성남분당구보건소,판교서울이비인후과의원,127.0788277,37.3912381
경기도,성남분당구보건소,새봄이비인후과의원,127.0898218,37.3898274
경기도,성남분당구보건소,고형기소아청소년과의원,127.1361352,37.4143506
경기도,성남분당구보건소,의료법인진성 연세모두의원,127.1295815,37.4135186
경기도,성남분당구보건소,김홍철이비인후과의원,127.1165973,37.3638453
경기도,성남분당구보건소,서울누리의원,127.1051867,37.3607679
경기도,성남분당구보건소,상쾌한이비인후과의원,127.1062045,37.3739403
경기도,성남분당구보건소,현내과의원,127.1049372,37.3551613
경기도,성남분당구보건소,분당소아청소년과의원,127.124776,37.3837928
경기도,성남분당구보건소,이재민이비인후과의원,127.1282116,37.3816015
경기도,성남분당구보건소,의료법인메디피아메디피움분당의원,127.1320392,37.3786922
경기도,성남분당구보건소,한사랑김경희소아청소년과의원,127.1294238,37.3802769
경기도,성남분당구보건소,동그란이비인후과의원,127.0683499,37.3664126
경기도,성남분당구보건소,조은소아청소년과의원,127.1159247,37.4038389
경기도,성남분당구보건소,준이비인후과의원,127.1154559,37.404322
경기도,성남분당구보건소,연세아름소아과의원,127.1228899,37.4051432
경기도,성남분당구보건소,우리가정의학과의원,127.0885498,37.387619
경기도,성남수정구보건소,이메디의원,127.1341788,37.4459277
경기도,성남수정구보건소,삼성탑내과의원,127.146448,37.4413224
경기도,성남수정구보건소,성남키즈소아청소년과의원,127.146448,37.4413224
경기도,성남수정구보건소,윤동현내과의원,127.1506845,37.4424342
경기도,성남수정구보건소,삼성드림소아청소년과의원,127.1590683,37.4506488
경기도,성남수정구보건소,서울유이비인후과의원,127.1592651,37.4512449
경기도,용인기흥구보건소,강남임내과의원,127.1281664,37.2712456
경기도,용인기흥구보건소,삼성드림아이소아청소년과의원,127.1240013,37.3037442
경기도,용인기흥구보건소,최소아청소년과의원,127.1371696,37.2727353
경기도,용인기흥구보건소,수이비인후과의원,127.1116854,37.2805485
경기도,용인기흥구보건소,이상석내과의원,127.1124965,37.2806177
경기도,용인기흥구보건소,서울햇님소아청소년과의원,127.1509171,37.2955872
경기도,용인기흥구보건소,아이앤미가정의학과의원,127.1520812,37.2963795
경기도,용인기흥구보건소,서울편한내과의원,127.1207431,37.2938982
경기도,용인기흥구보건소,연세손내과의원,127.1209546,37.2931698
경기도,용인기흥구보건소,박진녕소아청소년과의원,127.1189692,37.2941733
경기도,용인기흥구보건소,김람훈내과의원,127.1202176,37.2944709
경기도,용인기흥구보건소,아이언소아청소년과의원,127.1081526,37.266483
경기도,용인기흥구보건소,정다운내과의원,127.1084945,37.2633047
경기도,용인기흥구보건소,미래소아청소년과의원,127.1177967,37.2748092
경기도,용인기흥구보건소,연세속앤마디편한내과의원,127.1177967,37.2748092
경기도,용인기흥구보건소,꿈이든소아청소년과의원,127.1190555,37.2722595
경기도,용인기흥구보건소,삼성노블카운티의원,127.0844643,37.2534796
경기도,용인기흥구보건소,가정이편한가정의학과의원,127.0965984,37.2681885
경기도,용인기흥구보건소,하나소아청소년과의원,127.0967736,37.265793
경기도,용인기흥구보건소,서울손내과의원,127.1538906,37.2697652
경기도,용인기흥구보건소,모두가정의원,127.1599363,37.2817388
경기도,용인기흥구보건소,신동백조은내과의원,127.1435048,37.2808461
경기도,용인기흥구보건소,코아이비인후과의원,127.1542158,37.2699298
경기도,용인기흥구보건소,연세김내과의원,127.1536925,37.2773961
경기도,용인기흥구보건소,연세문소아청소년과의원,127.1536925,37.2773961
경기도,용인기흥구보건소,조은이비인후과의원,127.1594355,37.2821587
경기도,용인기흥구보건소,참편한김내과의원,127.1235806,37.3040294
경기도,용인기흥구보건소,더좋은소아청소년과의원,127.1111794,37.313975
경기도,용인기흥구보건소,수의원,127.1198538,37.2540454
경기도,용인기흥구보건소,우리들가정의학과의원,127.1111903,37.2890871
경기도,용인기흥구보건소,연세미래이비인후과의원,127.1119464,37.2890477
경기도,용인기흥구보건소,아이웰봄 소아청소년과의원,127.0727724,37.2371059
경기도,용인기흥구보건소,상쾌한이비인후과의원,127.0727724,37.2371059
경기도,용인기흥구보건소,연원푸른의원,127.1105991,37.3019411
경기도,용인기흥구보건소,성모다솜의원,127.0666366,37.243897
경기도,용인기흥구보건소,우리이비인후과의원,127.1072797,37.3003032
경기도,용인기흥구보건소,서울새로운내과의원,127.1076464,37.2998104
경기도,용인기흥구보건소,누리내과의원,127.1105556,37.3199985
경기도,용인기흥구보건소,서울삼성내과의원,127.1138467,37.3202936
경기도,용인기흥구보건소,365힐링의원,127.1142817,37.3207203
경기도,용인기흥구보건소,365플러스이비인후과의원,127.1146653,37.3207232
경기도,용인기흥구보건소,강남병원,127.1115733,37.2737805
경기도,용인기흥구보건소,우리가정의학과 의원,127.1404772,37.2575219
경기도,용인기흥구보건소,서울의원,127.1425574,37.2579875
경기도,용인기흥구보건소,삼성드림내과의원,127.1097279,37.2389664
경기도,용인기흥구보건소,김정훈이비인후과의원,127.1096234,37.2535994
경기도,용인기흥구보건소,우리소아청소년과의원,127.1078437,37.2506124
경기도,용인기흥구보건소,친구들소아청소년과의원,127.0718925,37.2757648
경기도,용인기흥구보건소,마트소아청소년과의원,127.0733247,37.275749
경기도,용인수지구보건소,광교미소모아내과의원,127.0686551,37.2969058
경기도,용인수지구보건소,서울제일내과의원,127.0697294,37.2975991
경기도,용인수지구보건소,광교장내과의원,127.0699458,37.2983487
경기도,용인수지구보건소,장이비인후과의원,127.1123005,37.3270491
경기도,용인수지구보건소,편한내과의원,127.0990028,37.3407441
경기도,용인수지구보건소,우리이비인후과의원,127.0961531,37.3402808
경기도,용인수지구보건소,이승복내과의원,127.0854469,37.3073812
경기도,용인수지구보건소,수지하나이비인후과의원,127.084857,37.3067279
경기도,용인수지구보건소,호호소아청소년과의원,127.084857,37.3067279
경기도,용인수지구보건소,고려가정의원,127.0884447,37.3141625
경기도,용인수지구보건소,성복서울아산소아청소년과의원,127.0746383,37.3158124
경기도,용인수지구보건소,서울가정의학과의원,127.0746383,37.3158124
경기도,용인수지구보건소,엘림의원,127.0722841,37.3173438
경기도,용인수지구보건소,예담이비인후과의원,127.0689193,37.3175607
경기도,용인수지구보건소,삼성박내과의원,127.0788528,37.3134394
경기도,용인수지구보건소,편한이비인후과의원,127.078573,37.313257
경기도,용인수지구보건소,현내과의원,127.078573,37.313257
경기도,용인수지구보건소,연세바른신경외과의원,127.0799417,37.3138804
경기도,용인수지구보건소,수지그린정형외과의원,127.0804717,37.3148307
경기도,용인수지구보건소,동천이안소아청소년과의원,127.0916743,37.3363989
경기도,용인수지구보건소,삼성굿모닝의원,127.0932368,37.3359694
경기도,용인수지구보건소,피터소아청소년과의원,127.0935053,37.3399272
경기도,용인수지구보건소,서강흠내과의원,127.0799691,37.312556
경기도,용인수지구보건소,수지21세기의원,127.0761717,37.3085076
경기도,용인수지구보건소,서울건강내과의원,127.0957091,37.3274281
경기도,용인수지구보건소,수지사랑내과의원,127.093179,37.3332747
경기도,용인수지구보건소,이레소아청소년과의원,127.0686351,37.3277947
경기도,용인수지구보건소,수지아산내과의원,127.0780453,37.3232099
경기도,용인수지구보건소,봄소아청소년과의원,127.0780453,37.3232099
경기도,용인수지구보건소,김진영내과의원,127.0773668,37.3233307
경기도,용인수지구보건소,수지서울이비인후과의원,127.0773668,37.3233307
경기도,용인수지구보건소,초이스이비인후과의원,127.0780453,37.3232099
경기도,용인수지구보건소,황금의원,127.0731797,37.3280196
경기도,용인수지구보건소,더조은내과의원,127.0816019,37.3109558
경기도,용인수지구보건소,명가정의학과의원,127.1086584,37.3354288
경기도,용인수지구보건소,제일가정의원,127.1054314,37.3353954
경기도,용인수지구보건소,진내과의원,127.0926338,37.3147984
경기도,용인수지구보건소,한내과의원,127.0980806,37.3197059
경기도,용인수지구보건소,위드준소아청소년과의원,127.1099853,37.3253106
경기도,용인수지구보건소,의료법인광화의료재단러스크병원,127.0866436,37.3156984
경기도,용인수지구보건소,수지중앙내과의원,127.0949151,37.3230698
경기도,용인수지구보건소,수지베스트내과의원,127.0956795,37.3233009
경기도,용인수지구보건소,용한외과의원,127.0975931,37.3246221
경기도,용인수지구보건소,은내과의원,127.0980415,37.3248688
경기도,용인수지구보건소,새연세소아청소년과의원,127.0920138,37.3213175
경기도,용인수지구보건소,박수언소아청소년과의원,127.1228386,37.3319665
경기도,용인수지구보건소,한솔이비인후과의원,127.1239447,37.3319477
경기도,용인수지구보건소,위편한내과의원,127.1239383,37.3315241
경기도,용인처인구보건소,(의)효심의료재단 용인서울병원,127.214574,37.2403751
경기도,용인처인구보건소,용인아산내과의원,127.208225,37.2353317
경기도,용인처인구보건소,꿈소아청소년과의원,127.208062,37.2358262
경기도,용인처인구보건소,한빛가정의원,127.2158143,37.2348866
경기도,용인처인구보건소,명주병원,127.2010792,37.2353918
경기도,용인처인구보건소,김내과의원,127.2039674,37.2361682
경기도,용인처인구보건소,(의)영문의료재단 다보스병원,127.2113646,37.2314508
경기도,용인처인구보건소,한숲우리가정의학과의원,127.1735749,37.1542568
경기도,용인처인구보건소,남사의원,127.1502025,37.1140911
경기도,용인처인구보건소,365한숲가정의학과의원,127.1699679,37.1526096
경기도,용인처인구보건소,도담소아청소년과의원,127.1869004,37.2323487
경기도,용인처인구보건소,모현누리소아청소년과의원,127.2491886,37.3366383
경기도,용인처인구보건소,현대정형외과의원,127.2498652,37.3366967
경기도,용인처인구보건소,윤성욱내과의원,127.2502126,37.3380776
경기도,용인처인구보건소,용인성모의원,127.2502976,37.3386097
경기도,용인처인구보건소,한일의원,127.37437,37.1654712
경기도,용인처인구보건소,서울삼성의원,127.2837885,37.234344
경기도,용인처인구보건소,연세의원,127.3112273,37.1652923
경기도,용인처인구보건소,동서의원,127.1969588,37.1403061
경기도,용인처인구보건소,천리베스트의원,127.2072925,37.1919733
경기도,용인처인구보건소,김희준가정의학과의원,127.2072301,37.1925586
경기도,용인처인구보건소,범세이비인후과의원,127.217552,37.2695633
경기도,용인처인구보건소,문소아청소년과의원,127.2140466,37.2672784
경기도,용인처인구보건소,용인제일메디병원,127.2283438,37.2749326
경기도,용인처인구보건소,현가정의원,127.2270806,37.2484862
경상남도,거제시보건소,맑은샘센텀병원,128.6889023,34.8920728
경상남도,거제시보건소,온정의원,128.5891035,34.8509857
경상남도,거제시보건소,미즈맘소아청소년과의원,128.631763,34.8740023
경상남도,거제시보건소,의료법인 거붕 백병원,128.6265615,34.873236
경상남도,거제시보건소,거제중앙병원,128.6221565,34.8867084
경상남도,거제시보건소,윤앤김내과의원,128.624796,34.8899942
경상남도,거제시보건소,서경의원,128.7312075,34.8757527
경상남도,거제시보건소,거제아동병원,128.6262514,34.8828201
경상남도,거제시보건소,현대의원,128.6065103,34.8223596
경상남도,거제시보건소,의료법인 대우의료재단대우병원,128.7217879,34.8718155
경상남도,거제시보건소,서울아동병원,128.6210157,34.8892203
경상남도,거제시보건소,참나은가정의원,128.6402704,34.8919961
경상남도,거제시보건소,아주대우아동의원,128.6851619,34.8671776
경상남도,거제시보건소,의료법인 성념의료재단맑은샘병원,128.6434658,34.8977035
경상남도,거제시보건소,한사랑내과의원,128.6905638,34.8945063
경상남도,거제시보건소,박재영의원,128.7036283,34.8291296
경상남도,거제시보건소,웰빙플러스의원,128.6164996,34.8909831
경상남도,거창군보건소,최창수외과의원,127.9155535,35.6907235
경상남도,거창군보건소,중앙메디컬병원,127.9168056,35.6873263
경상남도,거창군보건소,거창적십자병원,127.9088072,35.6866895
경상남도,고성군보건소,더 조은병원,128.3262754,34.9736552
경상남도,고성군보건소,강병원,128.3254121,34.9741173
경상남도,고성군보건소,고성성심병원,128.3724851,35.0809304
경상북도,경주시보건소,연세가정의원,129.5025052,35.8050738
경상북도,경주시보건소,제일의원,129.1034202,35.8497321
경상북도,경주시보건소,하나연합의원,129.226454,35.8540009
경상북도,경주시보건소,계명대학교 경주동산병원,129.2092202,35.8454693
경상북도,경주시보건소,서울의원,129.0443142,35.757481
경상북도,경주시보건소,불국사의원,129.2988228,35.7765336
경상북도,경주시보건소,용강의원,129.2294636,35.8768353
경상북도,경주시보건소,안강아산내과의원,129.1967867,36.0034138
경상북도,경주시보건소,한일의원,129.2257751,35.9901882
경상북도,경주시보건소,양남정형외과의원,129.4616051,35.6763648
경상북도,경주시보건소,성모의원,129.2239617,35.8567932
경상북도,경주시보건소,경북의원,129.3241743,35.7146009
경상북도,경주시보건소,우리들의원,129.3239205,35.7152887
경상북도,경주시보건소,경주연합의원,129.226736,35.8830729
경상북도,경주시보건소,백영수소아과의원,129.2096105,35.8653384
경상북도,경주시보건소,새천년 내과의원,129.217038,35.8463728
경상북도,경주시보건소,큰마디큰병원,129.2178241,35.8485549
경상북도,경주시보건소,굿모닝병원,129.2186137,35.8560275
경상북도,경주시보건소,충효의원,129.1787323,35.8445736
경상북도,경주시보건소,금장굿모닝이비인후과의원,129.2035706,35.8708337
경상북도,경주시보건소,경주내과의원,129.2127856,35.8448115
경상북도,경주시보건소,새천년병원,129.2151533,35.8447335
경상북도,경주시보건소,현대병원,129.2064694,35.8451094
경상북도,경주시보건소,사랑의 소아과의원,129.2169286,35.8674636
경상북도,경주시보건소,이운우내과의원,129.2132055,35.8643829
경상북도,고령군보건소,다산종합의원,128.4508377,35.8256238
경상북도,고령군보건소,고령백의원,128.2682544,35.7294468
경상북도,고령군보건소,의료법인영암의료재단고령영생병원,128.2720699,35.7299791
경상북도,경산시보건소,옥곡이비인후과의원,128.7324771,35.8131424
경상북도,경산시보건소,의료법인 근원의료재단 경산중앙병원,128.7401312,35.8092108
경상북도,경산시보건소,경산제일신경외과의원,128.7365765,35.8256817
경상북도,경산시보건소,의료법인 서명의료재단 세명병원,128.7370908,35.8262463
경상북도,경산시보건소,준이비인후과의원,128.7388883,35.8040449
경상북도,경산시보건소,꿈나무아동병원,128.7240253,35.8353389
경상북도,경산시보건소,영남외과연합의원,128.755089,35.8382032
경상북도,경산시보건소,삼성연합내과의원,128.729496,35.8344225
경상북도,경산시보건소,연세속시원연합내과의원,128.7305472,35.8343981
